,Text,Season,Date,Sentiment Analysis
3320,I picked Alex to receive the final Rose Have you picked a winner ,13,6/5/17,"{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.5859}"
3321,Love that gives the roll to some of these guys on  lol not impressed,13,6/5/17,"{'neg': 0.124, 'neu': 0.535, 'pos': 0.341, 'compound': 0.6647}"
3322,Lee loves Lee I m shocked A contestant on  is narcissistic I never,13,6/5/17,"{'neg': 0.177, 'neu': 0.538, 'pos': 0.285, 'compound': 0.34}"
3323,Travelling last week missed  watching it OnDemand amp I m speechless WhatTheWhat y,13,6/5/17,"{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.296}"
3324,Ashton and Mila on  Who had that favor ready to use I m loving it though I believe Mila watches it,13,6/5/17,"{'neg': 0.0, 'neu': 0.622, 'pos': 0.378, 'compound': 0.8442}"
3325,Catching up on  For real though what happened to Copper And why don t we have dogs every season importantquestions,13,6/5/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3326,Damn Rachel looking like working that grill Yasssss mama ,13,6/5/17,"{'neg': 0.221, 'neu': 0.574, 'pos': 0.205, 'compound': -0.0516}"
3327,OH GOD SOMEONE IS ALREADY READING A POEM WHY DO I WATCH THIS SHOW ,13,6/5/17,"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.2732}"
3328,Looking forward to watching  tomorrow night and the replay of DeMario pretending he didn t recogn,13,6/5/17,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.1027}"
3329,At least they re getting the HE HAS A GIRLFRIEND HASHTAG RIGHT REASONS out of the way early this season ,13,6/5/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3330,It s been 2 weeks and I m still baffled that the Whaboom guy got a rose ,13,6/5/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3331,Catching up on  I don t trust this ex girlfriend She s still wearing a schrunchie on her wrist like it s 1991,13,6/5/17,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.7003}"
3332,Girl Im salty RT Mannnn I m finally catching up on  and DeMario got blown all the way up I m in TEARS,13,6/5/17,"{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.3885}"
3333,Yup ,13,6/5/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3334,I am loving Rachel s wardrobe so far and she is rocking all of it ,13,6/5/17,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.5994}"
3335,Get caught up on  like how this move in our latest It s week 1 amp 2 in one packed episode,13,6/5/17,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.3612}"
3336, Can t hardly wait for Bryan amp Rachel one on one Bryan smoking hot amp he can crack yo back Rachel th,13,6/5/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3337,Peter looks like the Stebastian Stan from Captain America he has nice lips too ,13,6/5/17,"{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.6486}"
3338,Dean Peter and Josiah all got roses in this episode ,13,6/5/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3339,The guys really came through for Rachel after the DeMario fiasco ,13,6/5/17,"{'neg': 0.248, 'neu': 0.752, 'pos': 0.0, 'compound': -0.5106}"
3340,Catching up on  and I have to say Rachel is moving into the top spot on my top 5 bachelorettes,13,6/5/17,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.3818}"
3341,The first group date is a BARBECUE something NORMAL I m loving this  catching up on last week,13,6/5/17,"{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.5994}"
3342,Can t wait for tomorrow  watch party at my place Yippeeeee,13,6/5/17,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}"
3343, Me waiting 2 see Rachel put DeMario a out 2morow,13,6/5/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3344,Next TheBachelor Star Already Picked Which One Of  Rachel s Guys Will Hand Out Roses In 2018,13,6/5/17,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4939}"
3345,vassar I knew it was his a he was cocky amp he ran his mouth way 2 much now he want 2talk sh,13,6/5/17,"{'neg': 0.072, 'neu': 0.865, 'pos': 0.062, 'compound': -0.0516}"
3346,I m not here to be played I m not here to be made a joke of so I m really going to need you to get the fuck out ,13,6/5/17,"{'neg': 0.125, 'neu': 0.712, 'pos': 0.164, 'compound': 0.0258}"
3347,such dreamy eyes Dean Good smile nice hair sighs ,13,6/5/17,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.802}"
3348,Ok ok so we know we re late but dismally starting thebachelorette Season with,13,6/5/17,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.296}"
3349,Last time he was in my house he was fucking me DeMario digs the hole deeper and deeper as his story keeps changing ,13,6/4/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3350,Former  Contestant Chase McNary Joining VanderpumpRules Cast Paradise Out Of The Question,13,6/4/17,"{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.6369}"
3351, is the only reason I follow,13,6/4/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3352,They have a Black every season dude you have no chance get off Lucas a if you had any common sens,13,6/4/17,"{'neg': 0.104, 'neu': 0.802, 'pos': 0.094, 'compound': -0.0516}"
3353,Ummm wow these guy ain t putting in work bring Lucas back  first group day was wah wahhhhhh,13,6/4/17,"{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.5859}"
3354,Mannnn I m finally catching up on  and DeMario got blown all the way up I m in TEARS,13,6/4/17,"{'neg': 0.158, 'neu': 0.842, 'pos': 0.0, 'compound': -0.3885}"
3355,Who is this DeMario looks like a deer caught in headlights ,13,6/4/17,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}"
3356,Love the squad Adore the ponchos ,13,6/4/17,"{'neg': 0.0, 'neu': 0.339, 'pos': 0.661, 'compound': 0.8316}"
3357,Excited to lose most of my new followers when they realize I mostly tweet about US Politics crushing the patriarchy and ,13,6/4/17,"{'neg': 0.211, 'neu': 0.691, 'pos': 0.098, 'compound': -0.4215}"
3358,Boy bye ,13,6/4/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3359,Hell hath no fury like a woman scorned DeMario ,13,6/4/17,"{'neg': 0.618, 'neu': 0.235, 'pos': 0.147, 'compound': -0.8402}"
3360,Dear I ll never doubt you again I m obsessed with Rachel ,13,6/4/17,"{'neg': 0.137, 'neu': 0.483, 'pos': 0.38, 'compound': 0.4606}"
3361,con t the next new episode of  will be on Monday June 19th on ABC hope this helps you out herlihy,13,6/4/17,"{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.7096}"
3362,These kids need to not give Lucas any attention that s how you lose your time with her and give him too much time ,13,6/4/17,"{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.4019}"
3363,Aye Lucas is gonna be the new damn what was that guy s name from last season that no one liked too cocky not smart ,13,6/4/17,"{'neg': 0.284, 'neu': 0.624, 'pos': 0.092, 'compound': -0.5938}"
3364, just a reminder there s no new show Monday June 12th due to if necessary game 5 of the NBA Finals on ABC,13,6/4/17,"{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.296}"
3365,I don t need a guy that s trying to be the life of the party That doesn t bode well for Lucas and I am okay with that ,13,6/4/17,"{'neg': 0.0, 'neu': 0.749, 'pos': 0.251, 'compound': 0.6908}"
3366,First ever  Trista Sutter suffers seizure while vacationing with family in Croatia,13,6/4/17,"{'neg': 0.22, 'neu': 0.78, 'pos': 0.0, 'compound': -0.4767}"
3367,A Derek Jeter mention ,13,6/4/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3368,Has  been bumped to late nights by,13,6/19/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3369,Hey Dean if Rachel doesn t pick you ,13,6/19/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3370,I just realized  didn t record from last week wtf,13,6/19/17,"{'neg': 0.352, 'neu': 0.648, 'pos': 0.0, 'compound': -0.5859}"
3371,tomrrow tonight ,13,6/19/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3372,An emotional confrontation between 2 men leads to challenging times  8 tomorrow amp join our,13,6/19/17,"{'neg': 0.138, 'neu': 0.539, 'pos': 0.323, 'compound': 0.2732}"
3373,I picked Peter to receive the final Rose Have you picked a winner ,13,6/18/17,"{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.5859}"
3374,Make sure your brackets are locked for tomorrow night s episode of  It isn t too late to join mine,13,6/18/17,"{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.5423}"
3375,Happy Father s Day to my Dad sorry I didn t become a professional baseball player and went on  instead,13,6/18/17,"{'neg': 0.068, 'neu': 0.737, 'pos': 0.195, 'compound': 0.5267}"
3376,Zee I am so ready for tomrrow tonight show ,13,6/18/17,"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.5009}"
3377,If Peter doesn t get at least 20 min of screen time tomorrow  I will be very displeased,13,6/18/17,"{'neg': 0.176, 'neu': 0.824, 'pos': 0.0, 'compound': -0.4927}"
3378,This hairstyle is so popular on men right now too You see a lot of 40 s influence on TheBachelor or,13,6/18/17,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.5598}"
3379,All I m saying is if this man does not win Rachel s heart I will be first in line to win his because Peter may be,13,6/18/17,"{'neg': 0.226, 'neu': 0.774, 'pos': 0.0, 'compound': -0.7306}"
3380,fans tomorrow we ll be live tweeting along w  who will be at SonestaHHI,13,6/18/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3381,Finally catching up with  and I have to ask why the heck is this guys occupation tickle monster I mean what,13,6/18/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3382,Feeling anxious about tomorrow ,13,6/18/17,"{'neg': 0.364, 'neu': 0.364, 'pos': 0.273, 'compound': -0.128}"
3383,I picked Dean to receive the final Rose Have you picked a winner ,13,6/18/17,"{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.5859}"
3384,How adorable And I would be terrified too  BachelorNation,13,6/18/17,"{'neg': 0.303, 'neu': 0.455, 'pos': 0.242, 'compound': -0.2023}"
3385,You know what More power to em Enjoy life together y all TheBachelor ,13,6/18/17,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4939}"
3386,I picked Bryan to receive the final Rose Have you picked a winner ,13,6/18/17,"{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.5859}"
3387,A guy tried asking me out and I told him I couldn t go because I have to watch  that night,13,6/18/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3388,tbh im watching  and like as frustrating as lucas is blake is annoying af like calm down and stay in your lane BOI PLS,13,6/18/17,"{'neg': 0.17, 'neu': 0.547, 'pos': 0.283, 'compound': 0.4084}"
3389,Thank GOD it s Monday tomorrow ,13,6/18/17,"{'neg': 0.0, 'neu': 0.36, 'pos': 0.64, 'compound': 0.6523}"
3390,Definitely makes my all time Top Ten cringeworthy TheBachelor  exchanges,13,6/18/17,"{'neg': 0.0, 'neu': 0.64, 'pos': 0.36, 'compound': 0.5423}"
3391,Dean is so brave cause Rachel girl ain t no way  Tranquilizer anyone,13,6/18/17,"{'neg': 0.198, 'neu': 0.54, 'pos': 0.262, 'compound': 0.4707}"
3392,I picked Eric to receive the final Rose Have you picked a winner ,13,6/18/17,"{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.5859}"
3393,This SVU episode on USA involves reality TV a dream suite and issues of consent Also Steven Keaton but not relevant thebachelorette,13,6/26/17,"{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.2382}"
3394,If Rachel doesn t choose Peter HE HAS TO BE THE NEW BACHELOR ,13,6/26/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3395,Rachel and Dean need to be together omg i love them ,13,6/26/17,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.6369}"
3396,Finally got around to putting a pen to paper on BachelorInParadise Lee and the latest episode of ,13,6/26/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3397,Ok I m almost I week late but whY did she keep Lee ,13,6/26/17,"{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.1531}"
3398,When unglert smiles I smile ,13,6/26/17,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.6808}"
3399,Wasn t feeling about tomorrow being Monday and then I remembered it s a two episode week of ,13,6/26/17,"{'neg': 0.0, 'neu': 0.897, 'pos': 0.103, 'compound': 0.128}"
3400,6 562 days in a row BostonMarathon BostonStrong  EllenDeGeneres RedSoxNation,13,6/26/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3401,Oh boy Also that s an odd way for a journalist to pose with him given the circumstances thebachelorette,13,6/26/17,"{'neg': 0.126, 'neu': 0.874, 'pos': 0.0, 'compound': -0.3182}"
3402, is heating up Catch our latest on Patreon where you can access all of our premium content,13,6/26/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3403,Omg I just looked at the time and was like 7 55  COMES ON IN 5MINUTES Then I realized it was Sunday and everything was ok,13,6/25/17,"{'neg': 0.0, 'neu': 0.817, 'pos': 0.183, 'compound': 0.5719}"
3404,The word of this season is disingenuous ,13,6/25/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3405,Bryan is Josh Murray smooth amp it worries me ,13,6/25/17,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.4215}"
3406,sundayfunday sukeban southtown downtown lovemycity sanantonio thebachelorette,13,6/25/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3407,PS we can all hate on Lee all we want buttttt let s be honest he s attractive ,13,6/25/17,"{'neg': 0.159, 'neu': 0.517, 'pos': 0.323, 'compound': 0.4215}"
3408,Ok I m a week late but Dean is legitimately the perfect guy ,13,6/25/17,"{'neg': 0.0, 'neu': 0.546, 'pos': 0.454, 'compound': 0.7684}"
3409,Why do ppl go on  just to start drama and talk shit about other ppl Iggy gtfo,13,6/25/17,"{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.5574}"
3410,Didn t expect to love sooo much as thebachelorette but she s so impressive Beautiful smart funny canidateher,13,6/25/17,"{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.9751}"
3411,Uh oh it s Lee vs Kenny on  This two on one date could get a bit ugly on Monday night,13,6/25/17,"{'neg': 0.155, 'neu': 0.845, 'pos': 0.0, 'compound': -0.5106}"
3412,Discover what happened on The Bachelorette w Rachel on 6 19 17 thebachelorette bachelornation,13,6/25/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3413,Low key tho Dean hmu if it doesn t work out with Rachel  catchupbinge,13,6/25/17,"{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.2732}"
3414,Watching the Bachelorette and omg Rachel is the best ever Like you go girl telling Demario to gtfo ,13,6/25/17,"{'neg': 0.0, 'neu': 0.705, 'pos': 0.295, 'compound': 0.7717}"
3415, Shadowhunters PrettyLittleLiars and BigBrother all in the same week,13,6/25/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3416,is still my fave ,13,6/25/17,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}"
3417,Damareo on thebachelorette,13,6/25/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3418,The World is your Oyster Jack Stone  RachelLindsay,13,6/25/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3419,CHILEEEE Seems like people forgot what a hug looked like Peter said let me remind y all Pachel,13,6/25/17,"{'neg': 0.0, 'neu': 0.616, 'pos': 0.384, 'compound': 0.7964}"
3420,He s like a girl s gay best friend talks redflags for  s Monday on,13,6/25/17,"{'neg': 0.0, 'neu': 0.447, 'pos': 0.553, 'compound': 0.872}"
3421,It won t be a Bachelor Bachelorette season without a live concert  p,13,6/25/17,"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.5719}"
3422,I was waiting for Rachel to comfort Dean an say something but she was just staring at him and rubbing his hand ,13,6/25/17,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.7227}"
3423,Saw  spoiler,13,6/25/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3424,Tomorrow night on she s looking for a man who s good with his hands ,13,6/25/17,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404}"
3425,Watching  and wow what a stunningly gorgeous location I m a tad biased and I got m,13,6/25/17,"{'neg': 0.117, 'neu': 0.447, 'pos': 0.436, 'compound': 0.7717}"
3426,Fans of  will love AMERICA S NEXT REALITY STAR Is it a romance or a showmance,13,6/25/17,"{'neg': 0.0, 'neu': 0.585, 'pos': 0.415, 'compound': 0.8316}"
3427,You know you re too into this show when you start having dreams about it  NoTurningBack,13,6/25/17,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4019}"
3428,Bryan is literally josh 2 0 Knows exactly what to say ,13,6/25/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3429,I don t get why Rachel was so upset that the guys wa arguing like what do you expect ,13,6/25/17,"{'neg': 0.278, 'neu': 0.612, 'pos': 0.109, 'compound': -0.5949}"
3430,Dean is BAE ,13,6/25/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3431,Every time Brian and Rachel kiss ,13,6/25/17,"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.4215}"
3432,Bryan is too smooth I m definitely on the fence about him ,13,6/25/17,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}"
3433,ICYMI I participated in last week s  ROUNDTABLE for Read my thoughts below,13,6/25/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3434,I don t understand the race card being said by a white man is like ,13,6/27/17,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.3612}"
3435,We re going to rappel off of this ski jump ,13,6/27/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3436,I agree with Rachel Something just ain t right ,13,6/27/17,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}"
3437,Bull Shit Lee literally said race card like it s a real thing He ain t tryin to marry a Black woman ,13,6/27/17,"{'neg': 0.163, 'neu': 0.724, 'pos': 0.113, 'compound': -0.2732}"
3438, when Bryan yells CMON KISS ME On the ropes with RachelLindsay you couldn t help picture preda,13,6/27/17,"{'neg': 0.0, 'neu': 0.692, 'pos': 0.308, 'compound': 0.7378}"
3439,I agree he s seems too good to be true but I m enjoying him All you can do is wait and see thebachelorette,13,6/27/17,"{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.8481}"
3440,I think it s time  throws production under the bus and admits they forced her to keep someone aka LEE There s just no way,13,6/27/17,"{'neg': 0.197, 'neu': 0.72, 'pos': 0.083, 'compound': -0.4588}"
3441,Everyone on this show either gets picked or dumped ,13,6/27/17,"{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.4019}"
3442,Reasons why Bryan is still single 1 some bitch broke his heart 2 he s too consumed with work 3 he hadn t met Rachel yet ,13,6/27/17,"{'neg': 0.258, 'neu': 0.742, 'pos': 0.0, 'compound': -0.765}"
3443,Hear what theBachelorette Iggy had to say in this tell all interview about what happened behind the scenes,13,6/27/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3444,I MUST know if the producers made you wear that snakeskin tie on purpose during that rose ceremony ,13,6/27/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3445,Girls have to wear earmuffs when Bryan goes down on them ,13,6/27/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3446,She s rappelling in heels and knuckle ring ,13,6/27/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3447,Bryan I get asked why I m so confident and it s because I m a grizzled Latino chiropractor ,13,6/27/17,"{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.6269}"
3448,I ve been sold on Brian since day one ,13,6/27/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3449,The hopeless romantic in me is LIVING for this ,13,6/27/17,"{'neg': 0.236, 'neu': 0.551, 'pos': 0.213, 'compound': -0.0772}"
3450,He s just aside from his gross television kissing it just does not look appetizing something shad,13,6/27/17,"{'neg': 0.149, 'neu': 0.673, 'pos': 0.178, 'compound': 0.1531}"
3451,thebachelorette,13,6/27/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3452,New Life Goal to go rappelling w a hot ass Colombian  getit,13,6/27/17,"{'neg': 0.28, 'neu': 0.72, 'pos': 0.0, 'compound': -0.5423}"
3453,Which background sound is worse Bryan s kissing or Josh Murray s groaning ,13,6/27/17,"{'neg': 0.196, 'neu': 0.57, 'pos': 0.234, 'compound': 0.1531}"
3454,But why does every scene with Bryan involve him trying to kiss her into a coma ,13,6/27/17,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.5719}"
3455,I like Bryan but all he ever wants to do is eat her face That shit won t last lol thebachelorette,13,6/27/17,"{'neg': 0.161, 'neu': 0.493, 'pos': 0.345, 'compound': 0.6808}"
3456,anyways peter better win ,13,6/27/17,"{'neg': 0.0, 'neu': 0.23, 'pos': 0.77, 'compound': 0.7717}"
3457,Anybody else besides me like Eric Kenny and Josiah Just me Ok ,13,6/27/17,"{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.5719}"
3458,A match made in Bachelor Nation Heaven Hell ,13,6/27/17,"{'neg': 0.357, 'neu': 0.388, 'pos': 0.256, 'compound': -0.3182}"
3459,Bryan really seems to know how to treat a girl I likey ,13,6/27/17,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}"
3460,Pretty sure we will hear that panting audio again during Rachel amp Bryan s fantasy suite date ,13,6/27/17,"{'neg': 0.0, 'neu': 0.718, 'pos': 0.282, 'compound': 0.6705}"
3461,My new go to insult is you re a dime store psychologist ,13,6/27/17,"{'neg': 0.248, 'neu': 0.752, 'pos': 0.0, 'compound': -0.5106}"
3462,I thought 187 was the code for the forthcoming Kenny Lee brawl ,13,6/27/17,"{'neg': 0.291, 'neu': 0.709, 'pos': 0.0, 'compound': -0.6249}"
3463,Okay enough alreadyyyyyy Stop kissing and fukking talk Chit chat Kick it Speak words They mean things too,13,6/27/17,"{'neg': 0.096, 'neu': 0.658, 'pos': 0.246, 'compound': 0.5267}"
3464,TeamBryan teamDean teamWill teamPeter ,13,6/27/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3465,Bryan is there physically but I need some emotion from him thebachelorette,13,6/27/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3466,I feel like is going to pick Bryan at the end because they have that special connection  ThatsWhatILike,13,6/27/17,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.6369}"
3467,Rachel really likes Bryan but there is something about him I don t like ,13,6/27/17,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.6482}"
3468,Kenny is going home Good for him ,13,7/10/17,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}"
3469,BB19 is so much more exciting than  of course not having a new episode every week hasn t helped the latter,13,7/10/17,"{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.5799}"
3470,For as much as she talks about loving sports and playing basketball  looks totally uncoordinated on the softball field,13,7/10/17,"{'neg': 0.0, 'neu': 0.749, 'pos': 0.251, 'compound': 0.6908}"
3471,,13,7/10/17,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}"
3472,When Chad from Jojo s season of  requests to follow you in insta I m actually scared he might hur,13,7/10/17,"{'neg': 0.153, 'neu': 0.847, 'pos': 0.0, 'compound': -0.4404}"
3473,KENNY THE VIKING ,13,7/10/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3474,Refresh your memory of  episode 6 with s opinionated recap gt,13,7/10/17,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.2732}"
3475, NBAAwards 19 Incredible Photos Of Dads In Delivery Rooms That ll Bring Tears To Your Eyes,13,7/10/17,"{'neg': 0.112, 'neu': 0.888, 'pos': 0.0, 'compound': -0.2263}"
3476, 2017 RachelLindsay May Send Bryan Abasolo Home Teases Meltdown,13,7/9/17,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}"
3477,Will the men step up or step out Don t miss  Tomorrow on ABCTricities,13,7/9/17,"{'neg': 0.118, 'neu': 0.882, 'pos': 0.0, 'compound': -0.1531}"
3478,Is it Monday yet I m ready for  amp CountingOn,13,7/9/17,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.3612}"
3479,She gonna dismiss Kenny then Eric amp have all theses blancos to herself a connection is a connection but she has a type ,13,7/9/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3480,It wasn t difficult Rachel to send Anthony and Josiah home Lying ,13,7/9/17,"{'neg': 0.396, 'neu': 0.604, 'pos': 0.0, 'compound': -0.7096}"
3481,Rachel I m sure sees nothing with Matt and Adam and his doll But she prefers white guys ,13,7/9/17,"{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.1655}"
3482,I had a dream last night that told me who she picks I guess you could say I m excited about  tomorrow,13,7/9/17,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.5267}"
3483, NBAAwards 19 Incredible Photos Of Dads In Delivery Rooms That ll Bring Tears To Your Eyes,13,7/9/17,"{'neg': 0.112, 'neu': 0.888, 'pos': 0.0, 'compound': -0.2263}"
3484,Catch up on last two episodes recaps here ,13,7/9/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3485,Discover who The Bachelorette Rachel keep amp send home 7 3 17 thebachelorette bachelornation,13,7/9/17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3486,The only good thing about Monday ,13,7/9/17,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}"
3487,I m so sad about Will ,13,7/9/17,"{'neg': 0.531, 'neu': 0.469, 'pos': 0.0, 'compound': -0.5256}"
